saint christopher and nevis,saint kitts and nevis
faran\u00e7a,france
morocco,morocco
puerto rican,puerto rico
islamic republic of mauritania,mauritania
dahomey,benin
sublime porte,turkey
canucks,canada
ua,ukraine
russian,russia
irish,ireland
republic of tunisia,tunisia
estonia,estonia
peruvian,peru
saint paul,usa
\u09ac\u09be\u0982\u09b2\u09be\u09a6\u09c7\u09b6,bangladesh
little rock,usa
zambian,zambia
al-jumhuriyya al-lubnaniyya,lebanon
erin,ireland
britain,uk
salem,usa
nouakchott,mauritania
liamuiga,saint kitts and nevis
portucale,portugal
people's republic of poland,poland
republic of djibouti,djibouti
luxembourgers,luxembourg
jamaican,jamaica
surinamers,suriname
south african,south africa
charlotte amalie,usa
jerusalem,israel
djiboutian,djibouti
ngerulmud,palau
sh\u014dnan-t\u014d/\u662d\u5357\u5cf6,singapore
\u010desk\u00e1 republika,czech republic
armenians,armenia
cambodia,cambodia
illinois,usa
porto-novo,benin
maseru,lesotho
rossiya,russia
alleghany,usa
vanuatu,vanuatu
netherlandic,netherlands
bh\u0101rat,india
kenyan,kenya
people's republic of hungary,hungary
shenzhen,china
carson city,usa
irishmen,ireland
botswana,botswana
rwandans, banyarwanda,rwanda
phoenix,usa
bloemfontein,south africa
kansas,usa
magyar k\u00f6zt\u00e1rsas\u00e1g,hungary
aussies,australia
united republic of tanganyika and zanzibar,tanzania
c\u00f4te fran\u00e7aise des somalis,djibouti
america,usa
chengdu,china
massachusetts,usa
confoederatio helvetica,switzerland
queensland,australia
palau,palau
repubulika y'u rwanda,rwanda
groussherzogdem l\u00ebtzebuerg,luxembourg
polish-lithuanian commonwealth,poland
babylon,iraq
\u06af\u0631\u062c\u0633\u062a\u0627\u0646,georgia
nepali,nepal
australians,australia
bangladeshi,bangladesh
choson minjujuui inmin konghwaguk (\uc870\uc120\ubbfc\uc8fc\uc8fc\uc758\uc778\ubbfc\uacf5\ud654\uad6d),north korea
r\u00e9publique fran\u00e7aise,france
ottawa,canada
portugalis,portugal
norwegians,norway
arkansas,usa
taiyuan,china
missouri,usa
mali i zi,montenegro
republic of finland,finland
mainland china,china
letland,latvia
espanya,spain
kingdom of romania,romania
